symbol,description,path,trade_mode,digits,spread,trade_contract_size,trade_currency,quote_currency,margin_currency,is_visible
MTN.NYSE,Vail Resorts Inc. Common Stock,Stock CFD's\NYSE\MTN.NYSE,4,3,0,1.0,USD,USD,USD,False
APO.NYSE,Apollo Global Management Inc.,Stock CFD's\NYSE\APO.NYSE,4,3,0,1.0,USD,USD,USD,False
WTRG.NYSE,Essential Utilities Inc. Common Stock,Stock CFD's\NYSE\WTRG.NYSE,4,3,0,1.0,USD,USD,USD,False
ELS.NYSE,Equity Lifestyle Properties Inc. Common Stock,Stock CFD's\NYSE\ELS.NYSE,4,3,0,1.0,USD,USD,USD,False
BAH.NYSE,Booz Allen Hamilton Holding Corporation Common Stock,Stock CFD's\NYSE\BAH.NYSE,4,3,0,1.0,USD,USD,USD,False
RPM.NYSE,RPM International Inc. Common Stock,Stock CFD's\NYSE\RPM.NYSE,3,3,0,1.0,USD,USD,USD,False
LII.NYSE,Lennox International Inc. Common Stock,Stock CFD's\NYSE\LII.NYSE,4,3,0,1.0,USD,USD,USD,False
DAR.NYSE,Darling Ingredients Inc. Common Stock,Stock CFD's\NYSE\DAR.NYSE,4,3,0,1.0,USD,USD,USD,False
WLK.NYSE,Westlake Chemical Corporation Common Stock,Stock CFD's\NYSE\WLK.NYSE,4,3,0,1.0,USD,USD,USD,False
TTC.NYSE,Toro Company (The) Common Stock,Stock CFD's\NYSE\TTC.NYSE,4,3,0,1.0,USD,USD,USD,False
BG.NYSE,Bunge Limited Bunge Limited,Stock CFD's\NYSE\BG.NYSE,4,3,0,1.0,USD,USD,USD,False
BFAM.NYSE,Bright Horizons Family Solutions Inc. Common Stock,Stock CFD's\NYSE\BFAM.NYSE,4,3,0,1.0,USD,USD,USD,False
GWRE.NYSE,Guidewire Software Inc. Common Stock,Stock CFD's\NYSE\GWRE.NYSE,4,3,0,1.0,USD,USD,USD,False
CPT.NYSE,Camden Property Trust Common Stock,Stock CFD's\NYSE\CPT.NYSE,3,3,0,1.0,USD,USD,USD,False
CCIV.NYSE,Churchill Capital Corp IV Class A Common Stock,Stock CFD's\NYSE\CCIV.NYSE,1,3,0,1.0,USD,USD,USD,False
LAD.NYSE,Lithia Motors Inc. Common Stock,Stock CFD's\NYSE\LAD.NYSE,4,3,0,1.0,USD,USD,USD,False
RH.NYSE,RH Common Stock,Stock CFD's\NYSE\RH.NYSE,4,3,0,1.0,USD,USD,USD,False
TWLO.NYSE,Twilio Inc. Class A Common Stock,Stock CFD's\NYSE\TWLO.NYSE,4,3,0,1.0,USD,USD,USD,False
MUX.NYSE,McEwen Mining Inc,Stock CFD's\NYSE\MUX.NYSE,3,3,0,1.0,USD,USD,USD,False
QD.NYSE,Qudian Inc,Stock CFD's\NYSE\QD.NYSE,4,3,0,1.0,USD,USD,USD,False
CIG.NYSE,Companhia Energetica De Minas Gerais Cemig,Stock CFD's\NYSE\CIG.NYSE,4,3,0,1.0,USD,USD,USD,False
LYG.NYSE,Lloyds Banking Group PLC,Stock CFD's\NYSE\LYG.NYSE,4,3,0,1.0,USD,USD,USD,False
TTI.NYSE,TETRA Technologies Inc,Stock CFD's\NYSE\TTI.NYSE,4,5,0,1.0,USD,USD,USD,False
ABEV.NYSE,Ambev ADR Representing One Ord Shs,Stock CFD's\NYSE\ABEV.NYSE,4,3,0,1.0,USD,USD,USD,False
BBAR.NYSE,BBVA Argentina SA,Stock CFD's\NYSE\BBAR.NYSE,3,3,0,1.0,USD,USD,USD,False
KOS.NYSE,Kosmos Energy Ltd,Stock CFD's\NYSE\KOS.NYSE,4,5,0,1.0,USD,USD,USD,False
GNW.NYSE,Genworth Financial,Stock CFD's\NYSE\GNW.NYSE,3,3,0,1.0,USD,USD,USD,False
RIG.NYSE,Transocean (US),Stock CFD's\NYSE\RIG.NYSE,4,3,0,1.0,USD,USD,USD,False
NAT.NYSE,Nordic American Tanker Shipping,Stock CFD's\NYSE\NAT.NYSE,4,3,0,1.0,USD,USD,USD,False
SAN.NYSE,Banco Santander SA - ADR,Stock CFD's\NYSE\SAN.NYSE,4,3,0,1.0,USD,USD,USD,False
WTI.NYSE,W&T Offshore Inc,Stock CFD's\NYSE\WTI.NYSE,3,3,0,1.0,USD,USD,USD,False
NOK.NYSE,Nokia (US),Stock CFD's\NYSE\NOK.NYSE,4,3,0,1.0,USD,USD,USD,False
MITT.NYSE,AG Mortgage Investment Trust Inc,Stock CFD's\NYSE\MITT.NYSE,4,3,0,1.0,USD,USD,USD,False
IVR.NYSE,Invesco Mortgage Capital Inc,Stock CFD's\NYSE\IVR.NYSE,4,3,0,1.0,USD,USD,USD,False
MFA.NYSE,MFA Financial Inc,Stock CFD's\NYSE\MFA.NYSE,3,3,0,1.0,USD,USD,USD,False
BBD.NYSE,Banco Bradesco,Stock CFD's\NYSE\BBD.NYSE,4,3,0,1.0,USD,USD,USD,False
SWN.NYSE,Southwestern Energy,Stock CFD's\NYSE\SWN.NYSE,4,3,0,1.0,USD,USD,USD,False
TEF.NYSE,Telefonica SA - ADR,Stock CFD's\NYSE\TEF.NYSE,4,3,0,1.0,USD,USD,USD,False
ITUB.NYSE,Itau Unibanco Holding SA,Stock CFD's\NYSE\ITUB.NYSE,4,3,0,1.0,USD,USD,USD,False
HMY.NYSE,Harmony Gold Mining Co Ltd,Stock CFD's\NYSE\HMY.NYSE,4,3,0,1.0,USD,USD,USD,False
HLX.NYSE,Helix Energy Solutions Group I,Stock CFD's\NYSE\HLX.NYSE,4,3,0,1.0,USD,USD,USD,False
EXK.NYSE,Endeavour Silver Corp (US),Stock CFD's\NYSE\EXK.NYSE,3,3,0,1.0,USD,USD,USD,False
GCI.NYSE,Gannett Co Inc,Stock CFD's\NYSE\GCI.NYSE,4,3,0,1.0,USD,USD,USD,False
ARCO.NYSE,Arcos Dorados Holdings Inc,Stock CFD's\NYSE\ARCO.NYSE,4,3,0,1.0,USD,USD,USD,False
CRK.NYSE,Comstock Resources Inc,Stock CFD's\NYSE\CRK.NYSE,4,4,0,1.0,USD,USD,USD,False
GGB.NYSE,Gerdau,Stock CFD's\NYSE\GGB.NYSE,4,3,0,1.0,USD,USD,USD,False
GEO.NYSE,Geo Group Inc/The,Stock CFD's\NYSE\GEO.NYSE,3,3,0,1.0,USD,USD,USD,False
DHT.NYSE,DHT Holdings Inc,Stock CFD's\NYSE\DHT.NYSE,4,3,0,1.0,USD,USD,USD,False
AMRX.NYSE,Amneal Pharmaceuticals,Stock CFD's\NYSE\AMRX.NYSE,4,2,0,1.0,USD,USD,USD,False
AIV.NYSE,Apartment Investment & Management,Stock CFD's\NYSE\AIV.NYSE,3,3,0,1.0,USD,USD,USD,False
BKD.NYSE,Brookdale Senior Living Inc,Stock CFD's\NYSE\BKD.NYSE,3,3,0,1.0,USD,USD,USD,False
PHK.NYSE,PIMCO High Income Fund,Stock CFD's\NYSE\PHK.NYSE,4,3,0,1.0,USD,USD,USD,False
FSM.NYSE,Fortuna Silver Mines Inc (US),Stock CFD's\NYSE\FSM.NYSE,3,3,0,1.0,USD,USD,USD,False
CX.NYSE,CEMEX,Stock CFD's\NYSE\CX.NYSE,4,3,0,1.0,USD,USD,USD,False
KGC.NYSE,Kinross Gold Corp (US),Stock CFD's\NYSE\KGC.NYSE,4,3,0,1.0,USD,USD,USD,False
TWO.NYSE,Two Harbors Investment Corp,Stock CFD's\NYSE\TWO.NYSE,4,3,0,1.0,USD,USD,USD,False
SBS.NYSE,Cia de Saneamento Basico do Estado de Sao Paulo,Stock CFD's\NYSE\SBS.NYSE,4,3,0,1.0,USD,USD,USD,False
AGRO.NYSE,Adecoagro SA,Stock CFD's\NYSE\AGRO.NYSE,4,3,0,1.0,USD,USD,USD,False
PBI.NYSE,Pitney Bowes,Stock CFD's\NYSE\PBI.NYSE,4,3,0,1.0,USD,USD,USD,False
PBR.NYSE,Petroleo Brasileiro ADR Reptg 2,Stock CFD's\NYSE\PBR.NYSE,3,3,0,1.0,USD,USD,USD,False
COTY.NYSE,Coty Inc,Stock CFD's\NYSE\COTY.NYSE,3,3,0,1.0,USD,USD,USD,False
BW.NYSE,Babcock & Wilcox Enterprises Inc,Stock CFD's\NYSE\BW.NYSE,4,3,0,1.0,USD,USD,USD,False
AM.NYSE,Antero Midstream Partners LP,Stock CFD's\NYSE\AM.NYSE,4,3,0,1.0,USD,USD,USD,False
ADT.NYSE,ADT Inc.,Stock CFD's\NYSE\ADT.NYSE,4,3,0,1.0,USD,USD,USD,False
UMC.NYSE,United Microelectronics Corp,Stock CFD's\NYSE\UMC.NYSE,4,3,0,1.0,USD,USD,USD,False
NVGS.NYSE,Navigator Holdings Ltd,Stock CFD's\NYSE\NVGS.NYSE,4,3,0,1.0,USD,USD,USD,False
BB.NYSE,Blackberry,Stock CFD's\NYSE\BB.NYSE,4,3,0,1.0,USD,USD,USD,False
CDE.NYSE,Coeur d'Alene Mines Corp,Stock CFD's\NYSE\CDE.NYSE,4,3,0,1.0,USD,USD,USD,False
GEL.NYSE,Genesis Energy LP,Stock CFD's\NYSE\GEL.NYSE,4,3,0,1.0,USD,USD,USD,False
BDJ.NYSE,BlackRock Enhanced Equity Dividend Trust,Stock CFD's\NYSE\BDJ.NYSE,4,3,0,1.0,USD,USD,USD,False
AXL.NYSE,American Axle & Manufacturing,Stock CFD's\NYSE\AXL.NYSE,3,3,0,1.0,USD,USD,USD,False
AROC.NYSE,Archrock Inc,Stock CFD's\NYSE\AROC.NYSE,4,3,0,1.0,USD,USD,USD,False
TV.NYSE,Grupo Televisa,Stock CFD's\NYSE\TV.NYSE,4,3,0,1.0,USD,USD,USD,False
TWI.NYSE,Titan International Inc,Stock CFD's\NYSE\TWI.NYSE,3,3,0,1.0,USD,USD,USD,False
CMRE.NYSE,Costamare Inc,Stock CFD's\NYSE\CMRE.NYSE,4,3,0,1.0,USD,USD,USD,False
DNOW.NYSE,NOW Inc,Stock CFD's\NYSE\DNOW.NYSE,3,3,0,1.0,USD,USD,USD,False
RYAM.NYSE,Rayonier Advanced Materials Inc,Stock CFD's\NYSE\RYAM.NYSE,4,3,0,1.0,USD,USD,USD,False
RRC.NYSE,Range Resources,Stock CFD's\NYSE\RRC.NYSE,4,3,0,1.0,USD,USD,USD,False
GFI.NYSE,Gold Fields Ltd (US),Stock CFD's\NYSE\GFI.NYSE,4,3,0,1.0,USD,USD,USD,False
PGRE.NYSE,Paramount Group Inc,Stock CFD's\NYSE\PGRE.NYSE,4,3,0,1.0,USD,USD,USD,False
AR.NYSE,Antero Resources Corp,Stock CFD's\NYSE\AR.NYSE,4,3,0,1.0,USD,USD,USD,False
INN.NYSE,Summit Hotel Properties Inc,Stock CFD's\NYSE\INN.NYSE,4,3,0,1.0,USD,USD,USD,False
DRH.NYSE,DiamondRock Hospitality Co,Stock CFD's\NYSE\DRH.NYSE,3,3,0,1.0,USD,USD,USD,False
BCS.NYSE,Barclays PLC,Stock CFD's\NYSE\BCS.NYSE,4,3,0,1.0,USD,USD,USD,False
RWT.NYSE,Redwood Trust Inc,Stock CFD's\NYSE\RWT.NYSE,4,3,0,1.0,USD,USD,USD,False
PUMP.NYSE,ProPetro Holding Corp,Stock CFD's\NYSE\PUMP.NYSE,4,3,0,1.0,USD,USD,USD,False
SOL.NYSE,ReneSola Ltd,Stock CFD's\NYSE\SOL.NYSE,4,3,0,1.0,USD,USD,USD,False
RPAI.NYSE,Retail Properties of America I,Stock CFD's\NYSE\RPAI.NYSE,0,3,0,1.0,USD,USD,USD,False
EGO.NYSE,Eldorado Gold Corp (US),Stock CFD's\NYSE\EGO.NYSE,4,3,0,1.0,USD,USD,USD,False
FBP.NYSE,First BanCorp/Puerto Rico,Stock CFD's\NYSE\FBP.NYSE,4,3,0,1.0,USD,USD,USD,False
ESRT.NYSE,Empire State Realty Trust Inc,Stock CFD's\NYSE\ESRT.NYSE,4,3,0,1.0,USD,USD,USD,False
FPI.NYSE,Farmland Partners Inc,Stock CFD's\NYSE\FPI.NYSE,4,3,0,1.0,USD,USD,USD,False
TEVA.NYSE,Teva Depository Receipt,Stock CFD's\NYSE\TEVA.NYSE,3,3,0,1.0,USD,USD,USD,False
LXP.NYSE,Lexington Realty Trust,Stock CFD's\NYSE\LXP.NYSE,4,3,0,1.0,USD,USD,USD,False
LBRT.NYSE,Liberty Oilfield Services Inc,Stock CFD's\NYSE\LBRT.NYSE,4,3,0,1.0,USD,USD,USD,False
HYLN.NYSE,Hyliion Holdings Corp,Stock CFD's\NYSE\HYLN.NYSE,3,3,0,1.0,USD,USD,USD,False
MGY.NYSE,Magnolia Oil & Gas Corp,Stock CFD's\NYSE\MGY.NYSE,4,3,0,1.0,USD,USD,USD,False
HYT.NYSE,BlackRock Corporate High Yield Fund Inc,Stock CFD's\NYSE\HYT.NYSE,4,3,0,1.0,USD,USD,USD,False
TALO.NYSE,Talos Energy Inc,Stock CFD's\NYSE\TALO.NYSE,3,3,0,1.0,USD,USD,USD,False
ARR.NYSE,ARMOUR Residential REIT Inc,Stock CFD's\NYSE\ARR.NYSE,4,3,0,1.0,USD,USD,USD,False
CYH.NYSE,Community Health Systems Inc,Stock CFD's\NYSE\CYH.NYSE,4,3,0,1.0,USD,USD,USD,False
DB.NYSE,Deutsche Bank AG (US),Stock CFD's\NYSE\DB.NYSE,4,3,0,1.0,USD,USD,USD,False
ING.NYSE,ING Groep NV - ADR,Stock CFD's\NYSE\ING.NYSE,4,3,0,1.0,USD,USD,USD,False
SHO.NYSE,Sunstone Hotel Investors Inc,Stock CFD's\NYSE\SHO.NYSE,3,3,0,1.0,USD,USD,USD,False
EC.NYSE,Ecopetrol SA,Stock CFD's\NYSE\EC.NYSE,3,3,0,1.0,USD,USD,USD,False
CIM.NYSE,Chimera Investment Corp,Stock CFD's\NYSE\CIM.NYSE,3,3,0,1.0,USD,USD,USD,False
BDN.NYSE,Brandywine Realty Trust,Stock CFD's\NYSE\BDN.NYSE,4,3,0,1.0,USD,USD,USD,False
SCM.NYSE,Stellus Capital Investment Corp,Stock CFD's\NYSE\SCM.NYSE,3,3,0,1.0,USD,USD,USD,False
CARS.NYSE,Cars.com Inc.,Stock CFD's\NYSE\CARS.NYSE,3,3,0,1.0,USD,USD,USD,False
CLDT.NYSE,Chatham Lodging Trust,Stock CFD's\NYSE\CLDT.NYSE,4,3,0,1.0,USD,USD,USD,False
SITC.NYSE,SITE Centers Corp,Stock CFD's\NYSE\SITC.NYSE,3,3,0,1.0,USD,USD,USD,False
AMX.NYSE,America Movil,Stock CFD's\NYSE\AMX.NYSE,4,3,0,1.0,USD,USD,USD,False
MWA.NYSE,Mueller Water Products Inc,Stock CFD's\NYSE\MWA.NYSE,3,3,0,1.0,USD,USD,USD,False
SCS.NYSE,Steelcase Inc,Stock CFD's\NYSE\SCS.NYSE,4,3,0,1.0,USD,USD,USD,False
EVRI.NYSE,Everi Holdings Inc,Stock CFD's\NYSE\EVRI.NYSE,4,3,0,1.0,USD,USD,USD,False
PBF.NYSE,PBF Energy Inc,Stock CFD's\NYSE\PBF.NYSE,4,3,0,1.0,USD,USD,USD,False
EDU.NYSE,New Oriental Education & Techn,Stock CFD's\NYSE\EDU.NYSE,4,3,0,1.0,USD,USD,USD,False
OI.NYSE,O-I Glass Inc,Stock CFD's\NYSE\OI.NYSE,4,3,0,1.0,USD,USD,USD,False
CNX.NYSE,CNX Resources Corp,Stock CFD's\NYSE\CNX.NYSE,4,3,0,1.0,USD,USD,USD,False
YEXT.NYSE,Yext Inc,Stock CFD's\NYSE\YEXT.NYSE,4,3,0,1.0,USD,USD,USD,False
KAR.NYSE,KAR Auction Services Inc,Stock CFD's\NYSE\KAR.NYSE,4,3,0,1.0,USD,USD,USD,False
VLRS.NYSE,Controladora Vuela Co Avcn SA CV,Stock CFD's\NYSE\VLRS.NYSE,4,3,0,1.0,USD,USD,USD,False
USAC.NYSE,USA Compression Partners LP,Stock CFD's\NYSE\USAC.NYSE,4,3,0,1.0,USD,USD,USD,False
IRT.NYSE,Independence Realty Trust Inc,Stock CFD's\NYSE\IRT.NYSE,4,3,0,1.0,USD,USD,USD,False
RLJ.NYSE,RLJ Lodging Trust,Stock CFD's\NYSE\RLJ.NYSE,3,3,0,1.0,USD,USD,USD,False
M.NYSE,Macy's,Stock CFD's\NYSE\M.NYSE,4,3,0,1.0,USD,USD,USD,False
ABR.NYSE,Arbor Realty Trust Inc,Stock CFD's\NYSE\ABR.NYSE,3,3,0,1.0,USD,USD,USD,False
KRO.NYSE,Kronos Worldwide Inc,Stock CFD's\NYSE\KRO.NYSE,3,3,0,1.0,USD,USD,USD,False
IGT.NYSE,International Game Technology,Stock CFD's\NYSE\IGT.NYSE,3,3,0,1.0,USD,USD,USD,False
MUR.NYSE,Murphy Oil,Stock CFD's\NYSE\MUR.NYSE,3,3,0,1.0,USD,USD,USD,False
HTGC.NYSE,Hercules Technology Growth Capital Inc,Stock CFD's\NYSE\HTGC.NYSE,4,3,0,1.0,USD,USD,USD,False
AG.NYSE,First Majestic Silver Corp (US),Stock CFD's\NYSE\AG.NYSE,4,3,0,1.0,USD,USD,USD,False
UE.NYSE,Urban Edge Properties,Stock CFD's\NYSE\UE.NYSE,4,3,0,1.0,USD,USD,USD,False
MANU.NYSE,Manchester United Plc,Stock CFD's\NYSE\MANU.NYSE,3,3,0,1.0,USD,USD,USD,False
SA.NYSE,Seabridge Gold Inc,Stock CFD's\NYSE\SA.NYSE,4,3,0,1.0,USD,USD,USD,False
AMWL.NYSE,American Well Corp,Stock CFD's\NYSE\AMWL.NYSE,4,3,0,1.0,USD,USD,USD,False
CCJ.NYSE,Cameco Corp,Stock CFD's\NYSE\CCJ.NYSE,4,3,0,1.0,USD,USD,USD,False
TAK.NYSE,Takeda Pharmaceutical Company Limited,Stock CFD's\NYSE\TAK.NYSE,4,3,0,1.0,USD,USD,USD,False
PDM.NYSE,Piedmont Office Realty Trust I,Stock CFD's\NYSE\PDM.NYSE,4,3,0,1.0,USD,USD,USD,False
SM.NYSE,SM Energy Co,Stock CFD's\NYSE\SM.NYSE,4,3,0,1.0,USD,USD,USD,False
VST.NYSE,Vistra Energy Corp,Stock CFD's\NYSE\VST.NYSE,3,3,0,1.0,USD,USD,USD,False
DBI.NYSE,Designer Brands Inc,Stock CFD's\NYSE\DBI.NYSE,4,3,0,1.0,USD,USD,USD,False
EQT.NYSE,EQT,Stock CFD's\NYSE\EQT.NYSE,4,3,0,1.0,USD,USD,USD,False
CCU.NYSE,Cia Cervecerias Unidas SA,Stock CFD's\NYSE\CCU.NYSE,3,3,0,1.0,USD,USD,USD,False
CLF.NYSE,Cleveland-Cliffs Inc.,Stock CFD's\NYSE\CLF.NYSE,4,3,0,1.0,USD,USD,USD,False
TPC.NYSE,Tutor Perini Corp,Stock CFD's\NYSE\TPC.NYSE,3,3,0,1.0,USD,USD,USD,False
STNG.NYSE,Scorpio Tankers Inc,Stock CFD's\NYSE\STNG.NYSE,4,3,0,1.0,USD,USD,USD,False
VALE.NYSE,Vale SA,Stock CFD's\NYSE\VALE.NYSE,4,3,0,1.0,USD,USD,USD,False
PTY.NYSE,PIMCO Corporate & Income Opportunity Fund,Stock CFD's\NYSE\PTY.NYSE,4,3,0,1.0,USD,USD,USD,False
SBSW.NYSE,Sibanye Stillwater Ltd - ADR,Stock CFD's\NYSE\SBSW.NYSE,4,3,0,1.0,USD,USD,USD,False
GPK.NYSE,Graphic Packaging Holding Co,Stock CFD's\NYSE\GPK.NYSE,4,3,0,1.0,USD,USD,USD,False
GNL.NYSE,Global Net Lease Inc,Stock CFD's\NYSE\GNL.NYSE,3,3,0,1.0,USD,USD,USD,False
SRG.NYSE,Seritage Growth Properties,Stock CFD's\NYSE\SRG.NYSE,4,3,0,1.0,USD,USD,USD,False
DX.NYSE,Dynex Capital Inc,Stock CFD's\NYSE\DX.NYSE,4,3,0,1.0,USD,USD,USD,False
INFY.NYSE,Infosys Technologies,Stock CFD's\NYSE\INFY.NYSE,4,3,0,1.0,USD,USD,USD,False
GTN.NYSE,Gray Television Inc,Stock CFD's\NYSE\GTN.NYSE,3,3,0,1.0,USD,USD,USD,False
CVI.NYSE,CVR Energy Inc,Stock CFD's\NYSE\CVI.NYSE,4,3,0,1.0,USD,USD,USD,False
AKR.NYSE,Acadia Realty Trust,Stock CFD's\NYSE\AKR.NYSE,4,3,0,1.0,USD,USD,USD,False
EQNR.NYSE,Equinor ASA - ADR,Stock CFD's\NYSE\EQNR.NYSE,4,3,0,1.0,USD,USD,USD,False
SBH.NYSE,Sally Beauty Holdings Inc,Stock CFD's\NYSE\SBH.NYSE,4,3,0,1.0,USD,USD,USD,False
TME.NYSE,Tencent Music Entertainment,Stock CFD's\NYSE\TME.NYSE,4,3,0,1.0,USD,USD,USD,False
TECK.NYSE,Teck Resources Ltd (US),Stock CFD's\NYSE\TECK.NYSE,4,3,0,1.0,USD,USD,USD,False
TGNA.NYSE,Tegna Inc,Stock CFD's\NYSE\TGNA.NYSE,3,3,0,1.0,USD,USD,USD,False
TROX.NYSE,Tronox Ltd,Stock CFD's\NYSE\TROX.NYSE,3,3,0,1.0,USD,USD,USD,False
BRX.NYSE,Brixmor Property Group Inc,Stock CFD's\NYSE\BRX.NYSE,4,3,0,1.0,USD,USD,USD,False
KW.NYSE,Kennedy-Wilson Holdings Inc,Stock CFD's\NYSE\KW.NYSE,3,3,0,1.0,USD,USD,USD,False
CAL.NYSE,Caleres Inc,Stock CFD's\NYSE\CAL.NYSE,4,3,0,1.0,USD,USD,USD,False
FSK.NYSE,FS KKR Capital Corp,Stock CFD's\NYSE\FSK.NYSE,3,3,0,1.0,USD,USD,USD,False
MTW.NYSE,Manitowoc,Stock CFD's\NYSE\MTW.NYSE,3,3,0,1.0,USD,USD,USD,False
CADE.NYSE,Cadence Bancorp,Stock CFD's\NYSE\CADE.NYSE,4,3,0,1.0,USD,USD,USD,False
TPH.NYSE,TRI Pointe Homes Inc,Stock CFD's\NYSE\TPH.NYSE,4,3,0,1.0,USD,USD,USD,False
PSTG.NYSE,Pure Storage Inc,Stock CFD's\NYSE\PSTG.NYSE,4,3,0,1.0,USD,USD,USD,False
PK.NYSE,Park Hotels and Resorts Inc,Stock CFD's\NYSE\PK.NYSE,4,3,0,1.0,USD,USD,USD,False
IMAX.NYSE,IMAX Corp (US),Stock CFD's\NYSE\IMAX.NYSE,4,3,0,1.0,USD,USD,USD,False
FLR.NYSE,Fluor Corporation,Stock CFD's\NYSE\FLR.NYSE,3,3,0,1.0,USD,USD,USD,False
OUT.NYSE,Outfront Media Inc,Stock CFD's\NYSE\OUT.NYSE,3,3,0,1.0,USD,USD,USD,False
AU.NYSE,AngloGold Ashanti Limited,Stock CFD's\NYSE\AU.NYSE,4,3,0,1.0,USD,USD,USD,False
ATI.NYSE,Allegheny Technologies,Stock CFD's\NYSE\ATI.NYSE,4,3,0,1.0,USD,USD,USD,False
DK.NYSE,Delek US Holdings Inc,Stock CFD's\NYSE\DK.NYSE,3,3,0,1.0,USD,USD,USD,False
HRB.NYSE,H&R Block,Stock CFD's\NYSE\HRB.NYSE,3,3,0,1.0,USD,USD,USD,False
CNK.NYSE,Cinemark Holdings Inc,Stock CFD's\NYSE\CNK.NYSE,4,3,0,1.0,USD,USD,USD,False
ORI.NYSE,Old Republic International Cor,Stock CFD's\NYSE\ORI.NYSE,4,3,0,1.0,USD,USD,USD,False
RDN.NYSE,Radian Group Inc,Stock CFD's\NYSE\RDN.NYSE,4,3,0,1.0,USD,USD,USD,False
EPRT.NYSE,Essential Properties Realty Trust Inc,Stock CFD's\NYSE\EPRT.NYSE,4,3,0,1.0,USD,USD,USD,False
EB.NYSE,"Eventbrite, Inc.",Stock CFD's\NYSE\EB.NYSE,3,3,0,1.0,USD,USD,USD,False
BOX.NYSE,Box Inc,Stock CFD's\NYSE\BOX.NYSE,4,3,0,1.0,USD,USD,USD,False
MTDR.NYSE,Matador Resources Co,Stock CFD's\NYSE\MTDR.NYSE,4,3,0,1.0,USD,USD,USD,False
PEB.NYSE,Pebblebrook Hotel Trust,Stock CFD's\NYSE\PEB.NYSE,3,3,0,1.0,USD,USD,USD,False
FLO.NYSE,Flowers Foods Inc,Stock CFD's\NYSE\FLO.NYSE,3,3,0,1.0,USD,USD,USD,False
DAN.NYSE,Dana Holding Corp,Stock CFD's\NYSE\DAN.NYSE,4,3,0,1.0,USD,USD,USD,False
BSAC.NYSE,Banco Santander Chile,Stock CFD's\NYSE\BSAC.NYSE,4,3,0,1.0,USD,USD,USD,False
STWD.NYSE,Starwood Property Trust Inc,Stock CFD's\NYSE\STWD.NYSE,4,3,0,1.0,USD,USD,USD,False
LEVI.NYSE,Levi Strauss & Co.,Stock CFD's\NYSE\LEVI.NYSE,4,3,0,1.0,USD,USD,USD,False
MD.NYSE,MEDNAX Inc,Stock CFD's\NYSE\MD.NYSE,4,3,0,1.0,USD,USD,USD,False
CNO.NYSE,CNO Financial Group Inc,Stock CFD's\NYSE\CNO.NYSE,4,3,0,1.0,USD,USD,USD,False
DDD.NYSE,3D Systems Corp,Stock CFD's\NYSE\DDD.NYSE,4,3,0,1.0,USD,USD,USD,False
BE.NYSE,Bloom Energy Corp,Stock CFD's\NYSE\BE.NYSE,4,3,0,1.0,USD,USD,USD,False
HOME.NYSE,At Home Group Inc,Stock CFD's\NYSE\HOME.NYSE,4,3,0,1.0,USD,USD,USD,False
MX.NYSE,Magnachip Semiconductor Corp,Stock CFD's\NYSE\MX.NYSE,4,3,0,1.0,USD,USD,USD,False
HP.NYSE,Helmerich,Stock CFD's\NYSE\HP.NYSE,4,3,0,1.0,USD,USD,USD,False
ELF.NYSE,e.l.f. Beauty Inc,Stock CFD's\NYSE\ELF.NYSE,3,3,0,1.0,USD,USD,USD,False
SKM.NYSE,SK Telecom Co Ltd,Stock CFD's\NYSE\SKM.NYSE,4,3,0,1.0,USD,USD,USD,False
HPP.NYSE,Hudson Pacific Properties Inc,Stock CFD's\NYSE\HPP.NYSE,3,3,0,1.0,USD,USD,USD,False
NOMD.NYSE,Nomad Foods,Stock CFD's\NYSE\NOMD.NYSE,3,3,0,1.0,USD,USD,USD,False
FCPT.NYSE,Four Corners Property Trust,Stock CFD's\NYSE\FCPT.NYSE,4,3,0,1.0,USD,USD,USD,False
CWEN.NYSE,Clearway Energy Inc,Stock CFD's\NYSE\CWEN.NYSE,4,3,0,1.0,USD,USD,USD,False
HUN.NYSE,Huntsman,Stock CFD's\NYSE\HUN.NYSE,3,3,0,1.0,USD,USD,USD,False
ZTO.NYSE,ZTO Express (Cayman) Inc,Stock CFD's\NYSE\ZTO.NYSE,4,3,0,1.0,USD,USD,USD,False
CC.NYSE,Chemours Co,Stock CFD's\NYSE\CC.NYSE,3,3,0,1.0,USD,USD,USD,False
PBA.NYSE,Pembina Pipeline Corp (US),Stock CFD's\NYSE\PBA.NYSE,3,3,0,1.0,USD,USD,USD,False
GTY.NYSE,Getty Realty Corp,Stock CFD's\NYSE\GTY.NYSE,4,3,0,1.0,USD,USD,USD,False
SPCE.NYSE,Virgin Galactic Holdings Inc,Stock CFD's\NYSE\SPCE.NYSE,4,3,0,1.0,USD,USD,USD,False
HMC.NYSE,Honda Motor Co Ltd,Stock CFD's\NYSE\HMC.NYSE,3,3,0,1.0,USD,USD,USD,False
HSBC.NYSE,HSBC Holdings plc,Stock CFD's\NYSE\HSBC.NYSE,4,3,0,1.0,USD,USD,USD,False
AXTA.NYSE,Axalta Coating Systems Ltd,Stock CFD's\NYSE\AXTA.NYSE,4,3,0,1.0,USD,USD,USD,False
VIPS.NYSE,Vipshop Holdings Ltd,Stock CFD's\NYSE\VIPS.NYSE,4,3,0,1.0,USD,USD,USD,False
