ticket,order,symbol,type,volume,price,profit,swap,commission,time
1066865294,1305711419,GBPNZD,1,0.01,2.31935,0.0,0.0,0.0,2025-11-06 23:41:30
1066865293,1305711418,GBPCAD,1,0.01,1.84754,-0.06,0.0,0.0,2025-11-06 23:41:30
1066865292,1305711417,GBPAUD,1,0.01,2.01676,0.49,0.0,0.0,2025-11-06 23:41:30
1066865291,1305711416,EURNZD,1,0.01,2.04227,0.52,0.0,0.0,2025-11-06 23:41:30
1066865290,1305711415,EURCHF,1,0.01,0.93164,0.12,0.0,0.0,2025-11-06 23:41:30
1066865289,1305711414,EURCAD,1,0.01,1.62682,0.45,0.0,0.0,2025-11-06 23:41:30
1066865288,1305711413,EURAUD,1,0.01,1.77583,0.4,0.0,0.0,2025-11-06 23:41:30
1066865287,1305711412,AUDJPY,0,0.01,99.664,0.64,0.0,0.0,2025-11-06 23:41:30
1066865286,1305711411,AUDCAD,0,0.01,0.91616,0.51,0.0,0.0,2025-11-06 23:41:30
1066865279,1305711404,AUDCHF,0,0.01,0.5247,0.93,0.0,0.0,2025-11-06 23:41:30
1066863720,1305709671,AUDUSD,0,0.01,0.6492,1.06,0.0,0.0,2025-11-06 23:41:05
1066861438,1305707341,NZDUSD,1,0.01,0.56444,0.0,0.0,0.0,2025-11-06 23:40:37
1066861378,1305707272,GBPAUD,0,0.01,2.016,0.0,0.0,0.0,2025-11-06 23:40:35
1066859954,1305705729,NZDUSD,0,0.01,0.56458,0.95,0.0,0.0,2025-11-06 23:40:15
1066859612,1305705334,GBPNZD,0,0.01,2.31935,0.0,0.0,0.0,2025-11-06 23:40:08
1066848097,1305691600,AUDNZD,0,0.01,1.15029,-0.4,0.0,0.0,2025-11-06 23:35:44
1066843624,1305686460,USDJPY,1,0.01,153.526,0.0,0.0,0.0,2025-11-06 23:34:31
1066841796,1305684453,EURAUD,0,0.01,1.77521,0.0,0.0,0.0,2025-11-06 23:34:03
1066841727,1305684376,EURNZD,0,0.01,2.04135,0.0,0.0,0.0,2025-11-06 23:34:02
1066840235,1305682584,USDCHF,1,0.01,0.8081,0.0,0.0,0.0,2025-11-06 23:33:28
1066840100,1305682422,GBPAUD,1,0.01,2.01593,1.49,0.0,0.0,2025-11-06 23:33:23
1066838067,1305680062,USDJPY,0,0.01,153.572,-0.83,0.0,0.0,2025-11-06 23:32:44
1066837396,1305679271,USDCHF,0,0.01,0.8082,-0.82,0.0,0.0,2025-11-06 23:32:27
1066836565,1305678303,GBPUSD,1,0.01,1.3094,-1.07,0.0,0.0,2025-11-06 23:32:13
1066835960,1305677570,GBPNZD,1,0.01,2.3179,1.86,0.0,0.0,2025-11-06 23:32:01
1066811307,1305649232,EURUSD,1,0.02,1.1527,-1.9,0.0,0.0,2025-11-06 23:23:17
1066807875,1305645454,USDCAD,0,0.01,1.41077,0.0,0.0,0.0,2025-11-06 23:21:45
1066798131,1305634928,NZDCHF,1,0.01,0.4566,0.0,0.0,0.0,2025-11-06 23:18:57
1066795048,1305632043,AUDJPY,1,0.01,99.763,0.0,0.0,0.0,2025-11-06 23:18:24
1066794974,1305631964,NZDJPY,1,0.01,86.773,0.0,0.0,0.0,2025-11-06 23:18:21
1066782473,1305617106,NZDCAD,1,0.01,0.79728,0.0,0.0,0.0,2025-11-06 23:10:49
1066780101,1305614480,AUDCAD,1,0.01,0.91688,0.0,0.0,0.0,2025-11-06 23:09:56
1066778793,1305613133,GBPCHF,1,0.01,1.0579,-1.49,0.0,0.0,2025-11-06 23:09:24
1066777777,1305611936,NZDUSD,1,0.01,0.56553,0.0,0.0,0.0,2025-11-06 23:08:52
1066777771,1305611929,NZDCHF,0,0.01,0.45684,0.67,0.0,0.0,2025-11-06 23:08:52
1066777456,1305611579,AUDUSD,1,0.01,0.65026,0.0,0.0,0.0,2025-11-06 23:08:43
1066774345,1305608182,GBPUSD,0,0.01,1.31047,0.0,0.0,0.0,2025-11-06 23:07:16
1066773186,1305606840,EURAUD,1,0.01,1.77295,1.11,0.0,0.0,2025-11-06 23:06:25
1066773100,1305606731,GBPCAD,0,0.01,1.84763,0.0,0.0,0.0,2025-11-06 23:06:21
1066772446,1305605883,EURNZD,1,0.01,2.03853,1.3,0.0,0.0,2025-11-06 23:05:55
1066772172,1305605556,EURUSD,0,0.02,1.15365,0.0,0.0,0.0,2025-11-06 23:05:46
1066772127,1305605502,USDCHF,1,0.01,0.80754,0.0,0.0,0.0,2025-11-06 23:05:45
1066771722,1305605048,AUDJPY,0,0.01,99.866,0.93,0.0,0.0,2025-11-06 23:05:35
1066770976,1305604305,AUDCHF,1,0.01,0.52545,0.0,0.0,0.0,2025-11-06 23:05:19
1066770443,1305603745,NZDJPY,0,0.01,86.864,0.78,0.0,0.0,2025-11-06 23:05:14
1066768958,1305602061,EURCAD,0,0.01,1.62618,0.0,0.0,0.0,2025-11-06 23:04:48
1066762415,1305594911,EURUSD,0,0.01,1.15344,0.2,0.0,0.0,2025-11-06 23:01:45
1066759422,1305591146,USDCHF,0,0.01,0.80764,-0.92,0.0,0.0,2025-11-06 23:00:02
1066757810,1305588567,EURUSD,0,0.01,1.15363,0.2,0.0,0.0,2025-11-06 22:59:25
1066757357,1305588091,EURUSD,1,0.01,1.15364,0.0,0.0,0.0,2025-11-06 22:59:08
1066757320,1305588049,EURUSD,0,0.01,1.1537,0.17,0.0,0.0,2025-11-06 22:59:06
1066756696,1305587313,EURUSD,1,0.01,1.15383,0.0,0.0,0.0,2025-11-06 22:58:36
1066756087,1305586664,AUDUSD,1,0.01,0.65106,-0.54,0.0,0.0,2025-11-06 22:58:07
1066756005,1305586577,EURUSD,1,0.01,1.15387,0.0,0.0,0.0,2025-11-06 22:58:04
1066755414,1305585907,EURUSD,0,0.01,1.15405,-0.19,0.0,0.0,2025-11-06 22:57:31
1066755269,1305585763,EURUSD,0,0.01,1.15402,-0.19,0.0,0.0,2025-11-06 22:57:26
1066754784,1305585226,NZDCAD,1,0.01,0.79826,-0.52,0.0,0.0,2025-11-06 22:57:10
1066754656,1305585089,EURUSD,1,0.01,1.15383,0.0,0.0,0.0,2025-11-06 22:57:03
1066754441,1305584831,NZDUSD,1,0.01,0.56645,-0.55,0.0,0.0,2025-11-06 22:56:57
1066754264,1305584644,EURUSD,1,0.01,1.15386,0.0,0.0,0.0,2025-11-06 22:56:50
1066754143,1305584504,AUDNZD,1,0.01,1.14958,0.0,0.0,0.0,2025-11-06 22:56:40
1066753380,1305583687,EURUSD,0,0.01,1.15412,-0.19,0.0,0.0,2025-11-06 22:56:01
1066752972,1305583241,EURUSD,1,0.01,1.15393,0.0,0.0,0.0,2025-11-06 22:55:48
1066752668,1305582926,EURUSD,1,0.01,1.15394,-0.18,0.0,0.0,2025-11-06 22:55:32
1066752368,1305582588,USDJPY,1,0.01,153.444,0.0,0.0,0.0,2025-11-06 22:55:12
1066751742,1305581853,EURAUD,0,0.01,1.77124,0.0,0.0,0.0,2025-11-06 22:54:46
1066751612,1305581712,EURUSD,1,0.01,1.15404,-0.18,0.0,0.0,2025-11-06 22:54:38
1066751334,1305581366,EURUSD,0,0.01,1.15422,0.0,0.0,0.0,2025-11-06 22:54:16
1066751150,1305581147,AUDJPY,1,0.01,100.009,0.0,0.0,0.0,2025-11-06 22:54:10
1066750636,1305580525,EURUSD,0,0.01,1.15412,0.0,0.0,0.0,2025-11-06 22:53:45
1066750119,1305579926,GBPCHF,0,0.01,1.0591,0.0,0.0,0.0,2025-11-06 22:53:09
1066747674,1305576797,NZDCHF,1,0.01,0.45738,0.0,0.0,0.0,2025-11-06 22:50:43
1066746953,1305575895,EURCHF,0,0.01,0.93154,0.0,0.0,0.0,2025-11-06 22:50:06
1066745419,1305574054,NZDCAD,0,0.01,0.79899,0.0,0.0,0.0,2025-11-06 22:49:09
1066744555,1305573047,NZDUSD,0,0.01,0.567,0.0,0.0,0.0,2025-11-06 22:48:39
1066744441,1305572925,USDCHF,1,0.01,0.8069,0.0,0.0,0.0,2025-11-06 22:48:36
1066743906,1305572318,GBPAUD,0,0.01,2.01364,0.0,0.0,0.0,2025-11-06 22:48:10
1066743202,1305571419,GBPNZD,0,0.01,2.31461,0.0,0.0,0.0,2025-11-06 22:47:38
1066740625,1305568125,NZDJPY,1,0.01,86.984,0.0,0.0,0.0,2025-11-06 22:45:06
1066739369,1305566153,AUDUSD,0,0.01,0.6516,0.0,0.0,0.0,2025-11-06 22:44:03
1066734916,1305560816,EURNZD,0,0.01,2.03623,0.0,0.0,0.0,2025-11-06 22:40:39
1066726813,1305551351,USDJPY,0,0.01,153.483,0.67,0.0,0.0,2025-11-06 22:36:12
1066726812,1305551350,USDCHF,0,0.01,0.80746,0.38,0.0,0.0,2025-11-06 22:36:12
1066726811,1305551349,NZDUSD,1,0.01,0.56663,0.04,0.0,0.0,2025-11-06 22:36:12
1066726810,1305551348,NZDJPY,0,0.01,86.978,0.31,0.0,0.0,2025-11-06 22:36:12
1066726809,1305551347,NZDCHF,0,0.01,0.4576,0.02,0.0,0.0,2025-11-06 22:36:12
1066726808,1305551346,NZDCAD,1,0.01,0.79844,-0.02,0.0,0.0,2025-11-06 22:36:12
1066726807,1305551345,GBPUSD,1,0.01,1.31056,0.91,0.0,0.0,2025-11-06 22:36:12
1066726806,1305551344,GBPNZD,1,0.01,2.3127,0.83,0.0,0.0,2025-11-06 22:36:12
1066726805,1305551343,GBPJPY,1,0.01,201.139,-0.24,0.0,0.0,2025-11-06 22:36:12
1066726804,1305551342,GBPCAD,1,0.01,1.84674,0.97,0.0,0.0,2025-11-06 22:36:12
1066726803,1305551341,GBPAUD,1,0.01,2.01164,1.24,0.0,0.0,2025-11-06 22:36:12
1066726802,1305551340,EURNZD,1,0.01,2.03595,-0.15,0.0,0.0,2025-11-06 22:36:12
1066726801,1305551339,EURGBP,0,0.01,0.88041,0.01,0.0,0.0,2025-11-06 22:36:12
1066726800,1305551338,EURCAD,1,0.01,1.62575,0.4,0.0,0.0,2025-11-06 22:36:12
1066726799,1305551337,EURAUD,1,0.01,1.77091,0.59,0.0,0.0,2025-11-06 22:36:12
1066726798,1305551336,AUDUSD,1,0.01,0.65145,0.15,0.0,0.0,2025-11-06 22:36:12
1066726797,1305551335,AUDNZD,0,0.01,1.14976,0.09,0.0,0.0,2025-11-06 22:36:12
1066726796,1305551334,AUDCHF,0,0.01,0.52607,0.28,0.0,0.0,2025-11-06 22:36:12
1066726795,1305551333,AUDCAD,1,0.01,0.91798,-0.02,0.0,0.0,2025-11-06 22:36:12
1066725858,1305550277,EURNZD,0,0.01,2.03621,0.0,0.0,0.0,2025-11-06 22:35:35
1066723884,1305548002,EURGBP,1,0.01,0.88042,0.0,0.0,0.0,2025-11-06 22:34:28
1066714998,1305537185,AUDUSD,0,0.01,0.6513,0.0,0.0,0.0,2025-11-06 22:28:26
1066710975,1305532630,AUDCAD,0,0.01,0.91801,0.0,0.0,0.0,2025-11-06 22:25:27
1066708538,1305529869,USDCHF,1,0.01,0.80777,0.0,0.0,0.0,2025-11-06 22:23:57
1066707860,1305529073,NZDCAD,0,0.01,0.79847,0.0,0.0,0.0,2025-11-06 22:23:28
1066707839,1305529049,NZDUSD,0,0.01,0.56659,0.0,0.0,0.0,2025-11-06 22:23:27
1066701609,1305522114,GBPJPY,0,0.01,201.176,0.0,0.0,0.0,2025-11-06 22:19:29
1066698412,1305518548,EURCAD,0,0.01,1.6251799999999998,0.0,0.0,0.0,2025-11-06 22:17:27
1066698379,1305518515,GBPUSD,0,0.01,1.30965,0.0,0.0,0.0,2025-11-06 22:17:23
1066696933,1305516911,USDJPY,1,0.01,153.586,0.0,0.0,0.0,2025-11-06 22:16:23
1066696131,1305515934,EURAUD,0,0.01,1.77,0.0,0.0,0.0,2025-11-06 22:15:27
1066696129,1305515932,GBPCAD,0,0.01,1.84537,0.0,0.0,0.0,2025-11-06 22:15:26
1066696101,1305515901,NZDCHF,1,0.01,0.45762,0.0,0.0,0.0,2025-11-06 22:15:25
1066696087,1305515886,AUDCHF,1,0.01,0.5263,0.0,0.0,0.0,2025-11-06 22:15:24
1066695044,1305514491,NZDJPY,1,0.01,87.026,0.0,0.0,0.0,2025-11-06 22:14:35
1066693551,1305512720,GBPNZD,0,0.01,2.31123,0.0,0.0,0.0,2025-11-06 22:13:07
1066693528,1305512691,GBPAUD,0,0.01,2.00973,0.0,0.0,0.0,2025-11-06 22:13:06
1066692756,1305511780,AUDNZD,1,0.01,1.14992,0.0,0.0,0.0,2025-11-06 22:12:35
1066667853,1305480646,USDJPY,0,0.01,153.628,0.51,0.0,0.0,2025-11-06 21:57:37
1066667852,1305480645,USDCHF,0,0.01,0.80838,0.35,0.0,0.0,2025-11-06 21:57:37
1066667851,1305480644,NZDJPY,0,0.01,87.007,-0.05,0.0,0.0,2025-11-06 21:57:37
1066667850,1305480643,NZDCHF,0,0.01,0.45784,-0.26,0.0,0.0,2025-11-06 21:57:37
1066667849,1305480642,NZDCAD,1,0.01,0.79824,0.02,0.0,0.0,2025-11-06 21:57:37
1066667848,1305480641,GBPUSD,1,0.01,1.31014,1.17,0.0,0.0,2025-11-06 21:57:37
1066667847,1305480640,GBPCHF,1,0.01,1.05898,0.28,0.0,0.0,2025-11-06 21:57:37
1066667846,1305480639,GBPCAD,1,0.01,1.84671,1.19,0.0,0.0,2025-11-06 21:57:37
1066667845,1305480638,GBPAUD,1,0.01,2.01156,1.39,0.0,0.0,2025-11-06 21:57:37
1066667844,1305480637,EURNZD,1,0.01,2.03584,0.44,0.0,0.0,2025-11-06 21:57:37
1066667843,1305480636,EURJPY,1,0.01,177.123,-0.01,0.0,0.0,2025-11-06 21:57:37
1066667842,1305480635,EURCHF,1,0.01,0.93197,0.14,0.0,0.0,2025-11-06 21:57:37
1066667841,1305480634,EURCAD,1,0.01,1.62519,0.28,0.0,0.0,2025-11-06 21:57:37
1066667840,1305480633,EURAUD,1,0.01,1.77023,0.45,0.0,0.0,2025-11-06 21:57:37
1066667839,1305480632,AUDUSD,1,0.01,0.65126,0.19,0.0,0.0,2025-11-06 21:57:37
1066667838,1305480631,AUDNZD,1,0.01,1.14996,-0.12,0.0,0.0,2025-11-06 21:57:37
1066667837,1305480630,AUDJPY,0,0.01,100.061,-0.07,0.0,0.0,2025-11-06 21:57:37
1066667836,1305480629,AUDCHF,0,0.01,0.52653,-0.06,0.0,0.0,2025-11-06 21:57:37
1066667835,1305480628,AUDCAD,1,0.01,0.91799,-0.12,0.0,0.0,2025-11-06 21:57:37
1066667075,1305479765,EURJPY,0,0.01,177.124,0.0,0.0,0.0,2025-11-06 21:56:58
1066666057,1305478526,GBPCHF,0,0.01,1.05875,0.0,0.0,0.0,2025-11-06 21:56:00
1066662890,1305474913,EURUSD,1,0.01,1.15287,0.1,0.0,0.0,2025-11-06 21:53:47
1066657610,1305469616,GBPJPY,0,0.01,201.202,-1.65,0.0,0.0,2025-11-06 21:52:05
1066657519,1305469531,EURGBP,1,0.01,0.88032,-1.17,0.0,0.0,2025-11-06 21:52:04
1066652692,1305464326,EURCAD,0,0.01,1.6248,0.0,0.0,0.0,2025-11-06 21:48:55
1066649588,1305460926,EURCAD,1,0.01,1.62449,0.73,0.0,0.0,2025-11-06 21:46:00
1066649295,1305460583,GBPUSD,0,0.01,1.30897,0.0,0.0,0.0,2025-11-06 21:45:51
1066649250,1305460533,GBPNZD,1,0.01,2.31142,1.11,0.0,0.0,2025-11-06 21:45:50
1066649242,1305460525,GBPUSD,1,0.01,1.30879,1.66,0.0,0.0,2025-11-06 21:45:49
1066648828,1305460016,AUDCAD,0,0.01,0.91816,0.0,0.0,0.0,2025-11-06 21:45:24
1066648816,1305460003,NZDCAD,0,0.01,0.79821,0.0,0.0,0.0,2025-11-06 21:45:23
1066648758,1305459931,EURUSD,0,0.01,1.15277,0.0,0.0,0.0,2025-11-06 21:45:20
1066648666,1305459827,GBPCHF,0,0.01,1.05826,-1.41,0.0,0.0,2025-11-06 21:45:16
1066648657,1305459821,GBPCAD,0,0.01,1.84503,0.0,0.0,0.0,2025-11-06 21:45:16
1066648547,1305459697,AUDCAD,0,0.01,0.91821,-0.45,0.0,0.0,2025-11-06 21:45:15
1066645470,1305456084,GBPAUD,0,0.01,2.00943,0.0,0.0,0.0,2025-11-06 21:43:12
1066642763,1305452906,EURCHF,0,0.01,0.93186,0.0,0.0,0.0,2025-11-06 21:40:43
1066638595,1305448306,GBPCAD,0,0.01,1.84445,-1.23,0.0,0.0,2025-11-06 21:38:11
1066632564,1305441747,AUDUSD,0,0.01,0.65107,0.0,0.0,0.0,2025-11-06 21:34:20
1066630466,1305439441,USDJPY,1,0.01,153.707,0.0,0.0,0.0,2025-11-06 21:32:16
1066629328,1305438147,GBPCHF,1,0.01,1.05712,0.0,0.0,0.0,2025-11-06 21:30:59
1066628984,1305437773,EURGBP,0,0.01,0.88121,0.0,0.0,0.0,2025-11-06 21:30:27
1066628809,1305437579,USDJPY,0,0.01,153.737,-0.6,0.0,0.0,2025-11-06 21:30:16
1066627821,1305436119,GBPJPY,1,0.01,200.948,0.0,0.0,0.0,2025-11-06 21:29:06
1066627159,1305435338,EURCHF,0,0.01,0.93159,-0.63,0.0,0.0,2025-11-06 21:28:07
1066625195,1305433020,EURJPY,0,0.01,177.079,-0.7,0.0,0.0,2025-11-06 21:26:04
1066624445,1305432191,NZDCHF,1,0.01,0.45763,0.0,0.0,0.0,2025-11-06 21:25:25
1066624097,1305431788,EURNZD,0,0.01,2.03507,0.0,0.0,0.0,2025-11-06 21:25:04
1066624084,1305431764,NZDJPY,1,0.01,86.999,0.0,0.0,0.0,2025-11-06 21:25:04
1066623803,1305431359,AUDCHF,1,0.01,0.52648,0.0,0.0,0.0,2025-11-06 21:24:53
1066622491,1305429847,EURNZD,1,0.01,2.03468,-0.84,0.0,0.0,2025-11-06 21:23:36
1066622417,1305429760,NZDJPY,0,0.01,87.012,-0.51,0.0,0.0,2025-11-06 21:23:31
1066621947,1305429179,NZDCHF,0,0.01,0.45783,-0.47,0.0,0.0,2025-11-06 21:23:00
1066620378,1305427526,AUDCHF,0,0.01,0.52663,-0.52,0.0,0.0,2025-11-06 21:22:02
1066615235,1305421522,AUDJPY,1,0.01,100.051,0.0,0.0,0.0,2025-11-06 21:16:06
1066611936,1305417459,EURCHF,1,0.01,0.93108,0.0,0.0,0.0,2025-11-06 21:13:32
1066611517,1305416990,AUDJPY,0,0.01,100.07,-0.57,0.0,0.0,2025-11-06 21:13:13
1066608992,1305413587,AUDCAD,1,0.01,0.91757,0.0,0.0,0.0,2025-11-06 21:10:16
1066605234,1305409377,EURAUD,0,0.01,1.76954,0.0,0.0,0.0,2025-11-06 21:08:25
1066604854,1305408951,USDJPY,1,0.01,153.644,0.0,0.0,0.0,2025-11-06 21:08:06
1066604596,1305408638,GBPNZD,0,0.01,2.30946,0.0,0.0,0.0,2025-11-06 21:07:58
1066604561,1305408600,GBPUSD,0,0.01,1.30713,0.0,0.0,0.0,2025-11-06 21:07:57
1066601953,1305405613,USDCHF,1,0.01,0.80866,0.0,0.0,0.0,2025-11-06 21:05:44
1066601580,1305405222,AUDCAD,0,0.01,0.91768,-0.4,0.0,0.0,2025-11-06 21:05:33
1066594443,1305396824,EURAUD,1,0.01,1.76927,-0.77,0.0,0.0,2025-11-06 21:02:23
1066589424,1305391427,GBPCAD,1,0.01,1.84272,0.0,0.0,0.0,2025-11-06 21:00:27
1066588937,1305390925,AUDNZD,0,0.01,1.15017,0.0,0.0,0.0,2025-11-06 21:00:21
1066588439,1305390376,GBPCAD,1,0.01,1.84391,-1.06,0.0,0.0,2025-11-06 21:00:17
1066588374,1305390363,GBPJPY,1,0.01,201.0,-1.14,0.0,0.0,2025-11-06 21:00:17
1066588331,1305390305,GBPAUD,1,0.01,2.01031,-1.11,0.0,0.0,2025-11-06 21:00:17
1066588266,1305390246,EURJPY,1,0.01,176.971,0.0,0.0,0.0,2025-11-06 21:00:17
1066588258,1305390239,EURGBP,0,0.01,0.88032,-0.82,0.0,0.0,2025-11-06 21:00:17
1066587972,1305389927,GBPNZD,1,0.01,2.31272,-0.85,0.0,0.0,2025-11-06 21:00:10
1066586433,1305387083,AUDCHF,1,0.01,0.52621,0.0,0.0,0.0,2025-11-06 20:59:11
1066585926,1305386511,AUDJPY,1,0.01,99.983,0.0,0.0,0.0,2025-11-06 20:58:27
1066585877,1305386455,NZDJPY,1,0.01,86.934,0.0,0.0,0.0,2025-11-06 20:58:21
1066584976,1305385370,EURCAD,0,0.01,1.62346,0.0,0.0,0.0,2025-11-06 20:56:43
1066584074,1305384328,GBPCAD,0,0.01,1.8454,0.0,0.0,0.0,2025-11-06 20:55:53
1066583651,1305383875,GBPAUD,0,0.01,2.01202,0.0,0.0,0.0,2025-11-06 20:55:22
1066583635,1305383857,GBPNZD,0,0.01,2.31422,0.0,0.0,0.0,2025-11-06 20:55:21
1066583541,1305383751,NZDCHF,1,0.01,0.45745,0.0,0.0,0.0,2025-11-06 20:55:12
1066574649,1305373317,EURAUD,0,0.01,1.77046,0.0,0.0,0.0,2025-11-06 20:48:16
1066573704,1305372266,EURGBP,1,0.01,0.87969,0.0,0.0,0.0,2025-11-06 20:47:40
1066573548,1305372050,EURNZD,0,0.01,2.03617,0.0,0.0,0.0,2025-11-06 20:47:19
1066573472,1305371932,AUDCAD,1,0.01,0.91711,0.0,0.0,0.0,2025-11-06 20:47:07
1066573277,1305371641,GBPJPY,0,0.01,201.175,0.0,0.0,0.0,2025-11-06 20:46:48
1066572977,1305371306,USDJPY,0,0.01,153.64,0.6,0.0,0.0,2025-11-06 20:46:35
1066572976,1305371305,USDCHF,0,0.01,0.80874,0.23,0.0,0.0,2025-11-06 20:46:35
1066572975,1305371304,USDCAD,0,0.01,1.40967,-0.07,0.0,0.0,2025-11-06 20:46:35
1066572974,1305371303,NZDUSD,0,0.01,0.56586,-0.12,0.0,0.0,2025-11-06 20:46:35
1066572973,1305371302,NZDJPY,0,0.01,86.934,0.65,0.0,0.0,2025-11-06 20:46:35
1066572972,1305371301,NZDCHF,0,0.01,0.45762,0.33,0.0,0.0,2025-11-06 20:46:35
1066572971,1305371300,GBPUSD,1,0.01,1.30928,1.27,0.0,0.0,2025-11-06 20:46:35
1066572970,1305371299,GBPCHF,1,0.01,1.05878,0.79,0.0,0.0,2025-11-06 20:46:35
1066572969,1305371298,GBPCAD,1,0.01,1.84529,0.99,0.0,0.0,2025-11-06 20:46:35
1066572968,1305371297,GBPAUD,1,0.01,2.0118,1.05,0.0,0.0,2025-11-06 20:46:35
1066572967,1305371296,EURNZD,1,0.01,2.03594,1.01,0.0,0.0,2025-11-06 20:46:35
1066572966,1305371295,EURJPY,0,0.01,176.994,-0.29,0.0,0.0,2025-11-06 20:46:35
1066572965,1305371294,EURGBP,0,0.01,0.8799,0.43,0.0,0.0,2025-11-06 20:46:35
1066572964,1305371293,EURCHF,1,0.01,0.93154,-0.05,0.0,0.0,2025-11-06 20:46:35
1066572963,1305371292,EURCAD,1,0.01,1.62355,0.31,0.0,0.0,2025-11-06 20:46:35
1066572962,1305371291,EURAUD,1,0.01,1.77006,-0.08,0.0,0.0,2025-11-06 20:46:35
1066572961,1305371290,AUDUSD,0,0.01,0.65084,-0.14,0.0,0.0,2025-11-06 20:46:35
1066572960,1305371289,AUDNZD,1,0.01,1.15015,-0.08,0.0,0.0,2025-11-06 20:46:35
1066572959,1305371288,AUDJPY,0,0.01,99.992,0.42,0.0,0.0,2025-11-06 20:46:35
1066572958,1305371287,AUDCAD,0,0.01,0.91729,0.0,0.0,0.0,2025-11-06 20:46:35
1066562841,1305359916,EURAUD,0,0.01,1.77019,0.0,0.0,0.0,2025-11-06 20:39:41
1066559804,1305356476,EURJPY,1,0.01,176.949,0.0,0.0,0.0,2025-11-06 20:38:07
1066554321,1305350649,AUDCHF,1,0.01,0.52631,-0.56,0.0,0.0,2025-11-06 20:35:19
1066552289,1305348413,EURAUD,1,0.01,1.76953,0.98,0.0,0.0,2025-11-06 20:34:10
1066546017,1305341734,NZDUSD,1,0.01,0.56574,0.0,0.0,0.0,2025-11-06 20:30:27
1066538668,1305333242,AUDJPY,1,0.01,100.056,0.0,0.0,0.0,2025-11-06 20:24:44
1066532198,1305325903,GBPNZD,1,0.01,2.31252,1.48,0.0,0.0,2025-11-06 20:18:22
1066528461,1305321495,AUDCAD,1,0.01,0.91729,0.0,0.0,0.0,2025-11-06 20:14:53
1066521287,1305312919,AUDUSD,1,0.01,0.6507,0.0,0.0,0.0,2025-11-06 20:07:16
1066508967,1305297946,GBPAUD,0,0.01,2.01019,0.0,0.0,0.0,2025-11-06 19:57:55
1066508656,1305297602,EURJPY,1,0.01,176.974,-0.64,0.0,0.0,2025-11-06 19:57:28
1066508363,1305297286,AUDJPY,1,0.01,100.044,-0.7,0.0,0.0,2025-11-06 19:57:10
1066499320,1305287046,AUDUSD,1,0.01,0.65079,-0.6,0.0,0.0,2025-11-06 19:48:13
1066494876,1305281734,GBPAUD,1,0.01,2.00969,1.4,0.0,0.0,2025-11-06 19:44:21
1066493418,1305280107,EURJPY,0,0.01,177.073,0.0,0.0,0.0,2025-11-06 19:43:10
1066485570,1305271410,EURJPY,0,0.01,177.074,-0.88,0.0,0.0,2025-11-06 19:37:35
1066412525,1305188410,GBPAUD,0,0.01,2.00754,0.0,0.0,0.0,2025-11-06 18:36:11
1066410729,1305186252,NZDJPY,1,0.01,87.034,0.0,0.0,0.0,2025-11-06 18:34:10
1066408652,1305183805,GBPAUD,1,0.01,2.00709,-0.94,0.0,0.0,2025-11-06 18:31:45
1066405557,1305179956,NZDJPY,0,0.01,87.053,-0.71,0.0,0.0,2025-11-06 18:28:30
1066402711,1305176546,AUDJPY,0,0.01,100.152,0.0,0.0,0.0,2025-11-06 18:25:11
1066401851,1305175423,GBPUSD,0,0.01,1.30801,0.0,0.0,0.0,2025-11-06 18:24:37
1066400905,1305174301,USDCHF,1,0.01,0.80893,0.0,0.0,0.0,2025-11-06 18:23:27
1066398536,1305171635,AUDUSD,0,0.01,0.65139,0.0,0.0,0.0,2025-11-06 18:21:21
1066395992,1305168735,USDCAD,1,0.01,1.40957,0.0,0.0,0.0,2025-11-06 18:19:21
1066393002,1305165286,EURGBP,1,0.01,0.88023,0.0,0.0,0.0,2025-11-06 18:16:25
1066391508,1305163573,GBPCAD,0,0.01,1.84389,0.0,0.0,0.0,2025-11-06 18:15:05
1066385112,1305155652,AUDJPY,0,0.01,100.125,-0.77,0.0,0.0,2025-11-06 18:09:29
1066377306,1305146276,GBPJPY,0,0.01,201.008,-1.24,0.0,0.0,2025-11-06 18:03:28
1066377270,1305146239,GBPNZD,0,0.01,2.3099,0.0,0.0,0.0,2025-11-06 18:03:27
1066376169,1305144908,EURNZD,0,0.01,2.03416,0.0,0.0,0.0,2025-11-06 18:02:28
1066375030,1305143485,AUDNZD,0,0.01,1.1503,0.0,0.0,0.0,2025-11-06 18:01:24
1066373996,1305142039,EURCHF,0,0.01,0.93158,0.0,0.0,0.0,2025-11-06 18:00:30
1066373525,1305141452,GBPNZD,1,0.01,2.30916,-1.03,0.0,0.0,2025-11-06 18:00:15
1066371480,1305137826,USDCAD,0,0.01,1.40942,0.54,0.0,0.0,2025-11-06 17:59:37
1066371184,1305137448,NZDCHF,1,0.01,0.45789,0.0,0.0,0.0,2025-11-06 17:59:18
1066367890,1305133610,GBPCAD,1,0.01,1.84422,1.38,0.0,0.0,2025-11-06 17:57:44
1066363754,1305129135,AUDNZD,1,0.01,1.15005,-0.45,0.0,0.0,2025-11-06 17:56:24
1066363679,1305129039,EURUSD,1,0.01,1.15163,0.66,0.0,0.0,2025-11-06 17:56:23
1066363267,1305128638,GBPUSD,1,0.01,1.30781,1.29,0.0,0.0,2025-11-06 17:56:09
