time,open,high,low,close,tick_volume,spread,real_volume,ticket,entry_time,entry_price,sl_price,symbol,comment
2025-11-05 16:11:00,0.88112,0.88117,0.88108,0.88112,61,1,0,1065054234,2025-11-05 16:07:01,1,0.88097,EURGBP,[sl 0.88097]
2025-11-05 16:12:00,0.88112,0.88116,0.88108,0.88116,53,0,0,1065054234,2025-11-05 16:07:01,1,0.88097,EURGBP,[sl 0.88097]
2025-11-05 16:13:00,0.88116,0.88122,0.8811,0.88111,56,0,0,1065054234,2025-11-05 16:07:01,1,0.88097,EURGBP,[sl 0.88097]
2025-11-05 16:14:00,0.88112,0.88124,0.88112,0.88124,47,0,0,1065054234,2025-11-05 16:07:01,1,0.88097,EURGBP,[sl 0.88097]
2025-11-05 16:15:00,0.88123,0.8813,0.88118,0.88128,49,0,0,1065054234,2025-11-05 16:07:01,1,0.88097,EURGBP,[sl 0.88097]
2025-11-05 16:16:00,0.88127,0.88134,0.88126,0.88134,33,0,0,1065054234,2025-11-05 16:07:01,1,0.88097,EURGBP,[sl 0.88097]
2025-11-05 16:17:00,0.88134,0.88135,0.88129,0.88133,46,0,0,1065054234,2025-11-05 16:07:01,1,0.88097,EURGBP,[sl 0.88097]
2025-11-05 16:15:00,2.00861,2.00909,2.0086,2.00886,91,1,0,1065067532,2025-11-05 16:14:22,1,2.00862,GBPAUD,[sl 2.00862]
2025-11-05 16:16:00,2.00892,2.00901,2.00873,2.00873,73,2,0,1065067532,2025-11-05 16:14:22,1,2.00862,GBPAUD,[sl 2.00862]
2025-11-05 16:17:00,2.00873,2.00883,2.0086,2.00865,84,2,0,1065067532,2025-11-05 16:14:22,1,2.00862,GBPAUD,[sl 2.00862]
2025-11-05 16:18:00,2.00869,2.00898,2.00861,2.00892,115,1,0,1065067532,2025-11-05 16:14:22,1,2.00862,GBPAUD,[sl 2.00862]
2025-11-05 16:19:00,2.0089,2.00906,2.00884,2.00904,80,1,0,1065067532,2025-11-05 16:14:22,1,2.00862,GBPAUD,[sl 2.00862]
2025-11-05 16:20:00,2.00904,2.00907,2.00876,2.00879,66,1,0,1065067532,2025-11-05 16:14:22,1,2.00862,GBPAUD,[sl 2.00862]
2025-11-05 16:21:00,2.00879,2.00886,2.00864,2.00875,85,1,0,1065067532,2025-11-05 16:14:22,1,2.00862,GBPAUD,[sl 2.00862]
2025-11-05 16:22:00,2.00875,2.00875,2.00827,2.00859,85,1,0,1065067532,2025-11-05 16:14:22,1,2.00862,GBPAUD,[sl 2.00862]
2025-11-05 16:23:00,2.00859,2.00859,2.00839,2.00843,67,1,0,1065067532,2025-11-05 16:14:22,1,2.00862,GBPAUD,[sl 2.00862]
2025-11-05 16:24:00,2.00843,2.00861,2.00839,2.00858,79,2,0,1065067532,2025-11-05 16:14:22,1,2.00862,GBPAUD,[sl 2.00862]
2025-11-05 16:23:00,1.3026900000000001,1.30271,1.30259,1.3026200000000001,40,0,0,1065080850,2025-11-05 16:22:52,1,1.30272,GBPUSD,[sl 1.30272]
2025-11-05 16:24:00,1.3026200000000001,1.30263,1.30251,1.3026200000000001,38,0,0,1065080850,2025-11-05 16:22:52,1,1.30272,GBPUSD,[sl 1.30272]
2025-11-05 16:25:00,1.3026200000000001,1.30285,1.3026,1.30271,64,0,0,1065080850,2025-11-05 16:22:52,1,1.30272,GBPUSD,[sl 1.30272]
2025-11-05 16:26:00,1.30271,1.3030300000000001,1.3027,1.30283,62,0,0,1065080850,2025-11-05 16:22:52,1,1.30272,GBPUSD,[sl 1.30272]
2025-11-05 16:27:00,1.30283,1.30289,1.3026200000000001,1.30273,54,0,0,1065080850,2025-11-05 16:22:52,1,1.30272,GBPUSD,[sl 1.30272]
2025-11-05 16:28:00,1.3027199999999999,1.30275,1.3026900000000001,1.30271,47,0,0,1065080850,2025-11-05 16:22:52,1,1.30272,GBPUSD,[sl 1.30272]
2025-11-05 16:29:00,1.3027,1.30285,1.3026200000000001,1.30274,46,0,0,1065080850,2025-11-05 16:22:52,1,1.30272,GBPUSD,[sl 1.30272]
2025-11-05 16:30:00,1.30275,1.30283,1.30271,1.30273,82,0,0,1065080850,2025-11-05 16:22:52,1,1.30272,GBPUSD,[sl 1.30272]
2025-11-05 16:31:00,1.30273,1.30273,1.30255,1.30264,76,1,0,1065080850,2025-11-05 16:22:52,1,1.30272,GBPUSD,[sl 1.30272]
2025-11-05 16:32:00,1.30264,1.30279,1.30259,1.30278,59,1,0,1065080850,2025-11-05 16:22:52,1,1.30272,GBPUSD,[sl 1.30272]
2025-11-05 16:26:00,1.14813,1.14832,1.14811,1.14823,52,0,0,1065083865,2025-11-05 16:25:10,1,1.14825,EURUSD,[sl 1.14825]
2025-11-05 16:27:00,1.14822,1.14839,1.14815,1.14837,61,0,0,1065083865,2025-11-05 16:25:10,1,1.14825,EURUSD,[sl 1.14825]
2025-11-05 16:28:00,1.14836,1.14836,1.14826,1.14829,34,0,0,1065083865,2025-11-05 16:25:10,1,1.14825,EURUSD,[sl 1.14825]
2025-11-05 16:29:00,1.14828,1.14838,1.14822,1.14831,50,0,0,1065083865,2025-11-05 16:25:10,1,1.14825,EURUSD,[sl 1.14825]
2025-11-05 16:30:00,1.14833,1.14846,1.1482700000000001,1.14831,54,0,0,1065083865,2025-11-05 16:25:10,1,1.14825,EURUSD,[sl 1.14825]
2025-11-05 16:31:00,1.14831,1.14831,1.1482,1.14826,42,0,0,1065083865,2025-11-05 16:25:10,1,1.14825,EURUSD,[sl 1.14825]
2025-11-05 16:32:00,1.14826,1.14836,1.14822,1.14836,39,0,0,1065083865,2025-11-05 16:25:10,1,1.14825,EURUSD,[sl 1.14825]
2025-11-05 16:33:00,1.14836,1.14843,1.14831,1.14837,38,0,0,1065083865,2025-11-05 16:25:10,1,1.14825,EURUSD,[sl 1.14825]
2025-11-05 16:34:00,1.14837,1.14848,1.14837,1.14847,30,0,0,1065083865,2025-11-05 16:25:10,1,1.14825,EURUSD,[sl 1.14825]
2025-11-05 16:35:00,1.14847,1.1485400000000001,1.14839,1.1485400000000001,56,0,0,1065083865,2025-11-05 16:25:10,1,1.14825,EURUSD,[sl 1.14825]
2025-11-05 16:26:00,1.14813,1.14832,1.14811,1.14823,52,0,0,1065084107,2025-11-05 16:25:11,1,1.14828,EURUSD,[sl 1.14828]
2025-11-05 16:27:00,1.14822,1.14839,1.14815,1.14837,61,0,0,1065084107,2025-11-05 16:25:11,1,1.14828,EURUSD,[sl 1.14828]
2025-11-05 16:28:00,1.14836,1.14836,1.14826,1.14829,34,0,0,1065084107,2025-11-05 16:25:11,1,1.14828,EURUSD,[sl 1.14828]
2025-11-05 16:29:00,1.14828,1.14838,1.14822,1.14831,50,0,0,1065084107,2025-11-05 16:25:11,1,1.14828,EURUSD,[sl 1.14828]
2025-11-05 16:30:00,1.14833,1.14846,1.1482700000000001,1.14831,54,0,0,1065084107,2025-11-05 16:25:11,1,1.14828,EURUSD,[sl 1.14828]
2025-11-05 16:31:00,1.14831,1.14831,1.1482,1.14826,42,0,0,1065084107,2025-11-05 16:25:11,1,1.14828,EURUSD,[sl 1.14828]
2025-11-05 16:32:00,1.14826,1.14836,1.14822,1.14836,39,0,0,1065084107,2025-11-05 16:25:11,1,1.14828,EURUSD,[sl 1.14828]
2025-11-05 16:33:00,1.14836,1.14843,1.14831,1.14837,38,0,0,1065084107,2025-11-05 16:25:11,1,1.14828,EURUSD,[sl 1.14828]
2025-11-05 16:34:00,1.14837,1.14848,1.14837,1.14847,30,0,0,1065084107,2025-11-05 16:25:11,1,1.14828,EURUSD,[sl 1.14828]
2025-11-05 16:35:00,1.14847,1.1485400000000001,1.14839,1.1485400000000001,56,0,0,1065084107,2025-11-05 16:25:11,1,1.14828,EURUSD,[sl 1.14828]
2025-11-05 16:26:00,0.81033,0.81036,0.81028,0.81036,32,0,0,1065084520,2025-11-05 16:25:19,1,0.81022,USDCHF,[sl 0.81022]
2025-11-05 16:27:00,0.81036,0.81045,0.81031,0.81034,48,0,0,1065084520,2025-11-05 16:25:19,1,0.81022,USDCHF,[sl 0.81022]
2025-11-05 16:28:00,0.81034,0.81043,0.81033,0.81043,27,0,0,1065084520,2025-11-05 16:25:19,1,0.81022,USDCHF,[sl 0.81022]
2025-11-05 16:29:00,0.81043,0.81049,0.81041,0.81045,39,0,0,1065084520,2025-11-05 16:25:19,1,0.81022,USDCHF,[sl 0.81022]
2025-11-05 16:30:00,0.81044,0.81059,0.81044,0.81059,57,0,0,1065084520,2025-11-05 16:25:19,1,0.81022,USDCHF,[sl 0.81022]
2025-11-05 16:31:00,0.81058,0.81062,0.81056,0.81059,45,2,0,1065084520,2025-11-05 16:25:19,1,0.81022,USDCHF,[sl 0.81022]
2025-11-05 16:32:00,0.81059,0.81059,0.81047,0.81047,46,2,0,1065084520,2025-11-05 16:25:19,1,0.81022,USDCHF,[sl 0.81022]
2025-11-05 16:33:00,0.81047,0.81047,0.81032,0.81044,42,2,0,1065084520,2025-11-05 16:25:19,1,0.81022,USDCHF,[sl 0.81022]
2025-11-05 16:34:00,0.81044,0.81045,0.81038,0.81041,32,2,0,1065084520,2025-11-05 16:25:19,1,0.81022,USDCHF,[sl 0.81022]
2025-11-05 16:35:00,0.81041,0.8106,0.81033,0.81055,63,2,0,1065084520,2025-11-05 16:25:19,1,0.81022,USDCHF,[sl 0.81022]
2025-11-05 16:26:00,0.81033,0.81036,0.81028,0.81036,32,0,0,1065084622,2025-11-05 16:25:21,1,0.81021,USDCHF,[sl 0.81021]
2025-11-05 16:27:00,0.81036,0.81045,0.81031,0.81034,48,0,0,1065084622,2025-11-05 16:25:21,1,0.81021,USDCHF,[sl 0.81021]
2025-11-05 16:28:00,0.81034,0.81043,0.81033,0.81043,27,0,0,1065084622,2025-11-05 16:25:21,1,0.81021,USDCHF,[sl 0.81021]
2025-11-05 16:29:00,0.81043,0.81049,0.81041,0.81045,39,0,0,1065084622,2025-11-05 16:25:21,1,0.81021,USDCHF,[sl 0.81021]
2025-11-05 16:30:00,0.81044,0.81059,0.81044,0.81059,57,0,0,1065084622,2025-11-05 16:25:21,1,0.81021,USDCHF,[sl 0.81021]
2025-11-05 16:31:00,0.81058,0.81062,0.81056,0.81059,45,2,0,1065084622,2025-11-05 16:25:21,1,0.81021,USDCHF,[sl 0.81021]
2025-11-05 16:32:00,0.81059,0.81059,0.81047,0.81047,46,2,0,1065084622,2025-11-05 16:25:21,1,0.81021,USDCHF,[sl 0.81021]
2025-11-05 16:33:00,0.81047,0.81047,0.81032,0.81044,42,2,0,1065084622,2025-11-05 16:25:21,1,0.81021,USDCHF,[sl 0.81021]
2025-11-05 16:34:00,0.81044,0.81045,0.81038,0.81041,32,2,0,1065084622,2025-11-05 16:25:21,1,0.81021,USDCHF,[sl 0.81021]
2025-11-05 16:35:00,0.81041,0.8106,0.81033,0.81055,63,2,0,1065084622,2025-11-05 16:25:21,1,0.81021,USDCHF,[sl 0.81021]
2025-11-05 16:28:00,0.88151,0.88151,0.88144,0.88146,50,0,0,1065087659,2025-11-05 16:27:41,1,0.88151,EURGBP,[sl 0.88151]
2025-11-05 16:29:00,0.88147,0.88148,0.88142,0.88146,38,0,0,1065087659,2025-11-05 16:27:41,1,0.88151,EURGBP,[sl 0.88151]
2025-11-05 16:30:00,0.88148,0.88151,0.8814,0.88146,72,0,0,1065087659,2025-11-05 16:27:41,1,0.88151,EURGBP,[sl 0.88151]
2025-11-05 16:31:00,0.88146,0.88151,0.88144,0.88148,50,0,0,1065087659,2025-11-05 16:27:41,1,0.88151,EURGBP,[sl 0.88151]
2025-11-05 16:32:00,0.88148,0.88154,0.88144,0.88145,41,0,0,1065087659,2025-11-05 16:27:41,1,0.88151,EURGBP,[sl 0.88151]
2025-11-05 16:33:00,0.88145,0.88147,0.88136,0.88138,48,0,0,1065087659,2025-11-05 16:27:41,1,0.88151,EURGBP,[sl 0.88151]
2025-11-05 16:34:00,0.88138,0.88144,0.88137,0.88144,26,0,0,1065087659,2025-11-05 16:27:41,1,0.88151,EURGBP,[sl 0.88151]
2025-11-05 16:35:00,0.88144,0.88153,0.88144,0.88152,68,0,0,1065087659,2025-11-05 16:27:41,1,0.88151,EURGBP,[sl 0.88151]
2025-11-05 16:36:00,0.88152,0.88152,0.88143,0.88148,63,0,0,1065087659,2025-11-05 16:27:41,1,0.88151,EURGBP,[sl 0.88151]
2025-11-05 16:37:00,0.88148,0.88149,0.88136,0.88139,76,0,0,1065087659,2025-11-05 16:27:41,1,0.88151,EURGBP,[sl 0.88151]
2025-11-05 16:50:00,1.14873,1.14873,1.14858,1.14862,40,0,0,1065149923,2025-11-05 16:49:27,1,1.1489,EURUSD,[sl 1.14890]
2025-11-05 16:51:00,1.14862,1.1486399999999999,1.14853,1.14863,58,0,0,1065149923,2025-11-05 16:49:27,1,1.1489,EURUSD,[sl 1.14890]
2025-11-05 16:52:00,1.14863,1.14889,1.14862,1.1488800000000001,56,0,0,1065149923,2025-11-05 16:49:27,1,1.1489,EURUSD,[sl 1.14890]
2025-11-05 16:53:00,1.1488800000000001,1.14909,1.14887,1.14905,56,0,0,1065149923,2025-11-05 16:49:27,1,1.1489,EURUSD,[sl 1.14890]
2025-11-05 16:54:00,1.14907,1.14932,1.14904,1.14923,79,0,0,1065149923,2025-11-05 16:49:27,1,1.1489,EURUSD,[sl 1.14890]
2025-11-05 16:55:00,1.14926,1.14928,1.1489099999999999,1.1489099999999999,71,0,0,1065149923,2025-11-05 16:49:27,1,1.1489,EURUSD,[sl 1.14890]
2025-11-05 16:56:00,1.1489099999999999,1.14894,1.14884,1.14884,61,0,0,1065149923,2025-11-05 16:49:27,1,1.1489,EURUSD,[sl 1.14890]
2025-11-05 16:57:00,1.14884,1.14886,1.1487,1.14872,43,0,0,1065149923,2025-11-05 16:49:27,1,1.1489,EURUSD,[sl 1.14890]
2025-11-05 16:58:00,1.14871,1.14878,1.14868,1.14871,41,0,0,1065149923,2025-11-05 16:49:27,1,1.1489,EURUSD,[sl 1.14890]
2025-11-05 16:59:00,1.14872,1.14877,1.14857,1.14872,67,0,0,1065149923,2025-11-05 16:49:27,1,1.1489,EURUSD,[sl 1.14890]
2025-11-05 16:50:00,1.41244,1.41265,1.41244,1.41265,58,1,0,1065150173,2025-11-05 16:49:33,1,1.41229,USDCAD,[sl 1.41229]
2025-11-05 16:51:00,1.41266,1.4127,1.41257,1.41261,52,1,0,1065150173,2025-11-05 16:49:33,1,1.41229,USDCAD,[sl 1.41229]
2025-11-05 16:52:00,1.41261,1.41263,1.41235,1.41238,61,1,0,1065150173,2025-11-05 16:49:33,1,1.41229,USDCAD,[sl 1.41229]
2025-11-05 16:53:00,1.41238,1.41245,1.41235,1.41236,51,1,0,1065150173,2025-11-05 16:49:33,1,1.41229,USDCAD,[sl 1.41229]
2025-11-05 16:54:00,1.41236,1.41239,1.4121000000000001,1.4121000000000001,74,1,0,1065150173,2025-11-05 16:49:33,1,1.41229,USDCAD,[sl 1.41229]
2025-11-05 16:55:00,1.41214,1.41216,1.41194,1.41205,76,1,0,1065150173,2025-11-05 16:49:33,1,1.41229,USDCAD,[sl 1.41229]
2025-11-05 16:56:00,1.41205,1.41227,1.41205,1.41225,67,1,0,1065150173,2025-11-05 16:49:33,1,1.41229,USDCAD,[sl 1.41229]
2025-11-05 16:57:00,1.41224,1.41227,1.41216,1.41226,93,1,0,1065150173,2025-11-05 16:49:33,1,1.41229,USDCAD,[sl 1.41229]
2025-11-05 16:58:00,1.41226,1.41226,1.41215,1.41218,65,1,0,1065150173,2025-11-05 16:49:33,1,1.41229,USDCAD,[sl 1.41229]
2025-11-05 16:59:00,1.41217,1.4122,1.41212,1.41212,77,1,0,1065150173,2025-11-05 16:49:33,1,1.41229,USDCAD,[sl 1.41229]
2025-11-05 17:00:00,0.93071,0.93146,0.92999,0.93141,227,1,0,1065178683,2025-11-05 17:00:00,1,0.93068,EURCHF,[sl 0.93068]
2025-11-05 17:01:00,0.93141,0.93182,0.93141,0.93166,147,1,0,1065178683,2025-11-05 17:00:00,1,0.93068,EURCHF,[sl 0.93068]
2025-11-05 17:02:00,0.93167,0.93192,0.93156,0.93185,136,1,0,1065178683,2025-11-05 17:00:00,1,0.93068,EURCHF,[sl 0.93068]
2025-11-05 17:03:00,0.93184,0.93195,0.93171,0.93192,140,1,0,1065178683,2025-11-05 17:00:00,1,0.93068,EURCHF,[sl 0.93068]
2025-11-05 17:04:00,0.9319,0.932,0.93167,0.93167,123,1,0,1065178683,2025-11-05 17:00:00,1,0.93068,EURCHF,[sl 0.93068]
2025-11-05 17:05:00,0.93167,0.93172,0.93156,0.93172,142,1,0,1065178683,2025-11-05 17:00:00,1,0.93068,EURCHF,[sl 0.93068]
2025-11-05 17:06:00,0.93171,0.93174,0.93158,0.93164,155,1,0,1065178683,2025-11-05 17:00:00,1,0.93068,EURCHF,[sl 0.93068]
2025-11-05 17:07:00,0.93165,0.93167,0.93142,0.93149,132,1,0,1065178683,2025-11-05 17:00:00,1,0.93068,EURCHF,[sl 0.93068]
2025-11-05 17:08:00,0.93151,0.93154,0.931,0.93129,165,1,0,1065178683,2025-11-05 17:00:00,1,0.93068,EURCHF,[sl 0.93068]
2025-11-05 17:09:00,0.9313,0.93138,0.93121,0.93128,117,1,0,1065178683,2025-11-05 17:00:00,1,0.93068,EURCHF,[sl 0.93068]
2025-11-05 17:10:00,0.93127,0.93131,0.93118,0.93129,99,1,0,1065178683,2025-11-05 17:00:00,1,0.93068,EURCHF,[sl 0.93068]
2025-11-05 17:15:00,0.88075,0.88078,0.88059,0.88065,115,0,0,1065228288,2025-11-05 17:14:27,1,0.88092,EURGBP,[sl 0.88092]
2025-11-05 17:16:00,0.88065,0.8807,0.88058,0.88066,111,0,0,1065228288,2025-11-05 17:14:27,1,0.88092,EURGBP,[sl 0.88092]
2025-11-05 17:17:00,0.88065,0.88067,0.88058,0.88061,107,0,0,1065228288,2025-11-05 17:14:27,1,0.88092,EURGBP,[sl 0.88092]
2025-11-05 17:18:00,0.88061,0.88068,0.8805,0.88058,106,0,0,1065228288,2025-11-05 17:14:27,1,0.88092,EURGBP,[sl 0.88092]
2025-11-05 17:19:00,0.88058,0.88065,0.88055,0.88063,103,0,0,1065228288,2025-11-05 17:14:27,1,0.88092,EURGBP,[sl 0.88092]
2025-11-05 17:20:00,0.88063,0.88064,0.88049,0.88051,91,0,0,1065228288,2025-11-05 17:14:27,1,0.88092,EURGBP,[sl 0.88092]
2025-11-05 17:21:00,0.88051,0.88059,0.8805,0.88055,105,0,0,1065228288,2025-11-05 17:14:27,1,0.88092,EURGBP,[sl 0.88092]
2025-11-05 17:22:00,0.88056,0.88056,0.88039,0.88041,100,0,0,1065228288,2025-11-05 17:14:27,1,0.88092,EURGBP,[sl 0.88092]
2025-11-05 17:23:00,0.8804,0.88041,0.8803,0.88037,94,0,0,1065228288,2025-11-05 17:14:27,1,0.88092,EURGBP,[sl 0.88092]
2025-11-05 17:24:00,0.88038,0.88045,0.88035,0.88042,91,0,0,1065228288,2025-11-05 17:14:27,1,0.88092,EURGBP,[sl 0.88092]
2025-11-05 17:15:00,0.64902,0.64918,0.649,0.64908,115,0,0,1065228375,2025-11-05 17:14:31,1,0.64898,AUDUSD,[sl 0.64898]
2025-11-05 17:16:00,0.64908,0.64926,0.64908,0.64926,85,0,0,1065228375,2025-11-05 17:14:31,1,0.64898,AUDUSD,[sl 0.64898]
2025-11-05 17:17:00,0.64925,0.64935,0.64919,0.6492,114,0,0,1065228375,2025-11-05 17:14:31,1,0.64898,AUDUSD,[sl 0.64898]
2025-11-05 17:18:00,0.64921,0.64959,0.64912,0.64955,121,0,0,1065228375,2025-11-05 17:14:31,1,0.64898,AUDUSD,[sl 0.64898]
2025-11-05 17:19:00,0.64954,0.64954,0.64925,0.64925,121,0,0,1065228375,2025-11-05 17:14:31,1,0.64898,AUDUSD,[sl 0.64898]
2025-11-05 17:20:00,0.64925,0.64943,0.64924,0.64935,100,0,0,1065228375,2025-11-05 17:14:31,1,0.64898,AUDUSD,[sl 0.64898]
2025-11-05 17:21:00,0.64935,0.64935,0.64905,0.64918,123,0,0,1065228375,2025-11-05 17:14:31,1,0.64898,AUDUSD,[sl 0.64898]
2025-11-05 17:22:00,0.64918,0.64965,0.64916,0.64962,82,0,0,1065228375,2025-11-05 17:14:31,1,0.64898,AUDUSD,[sl 0.64898]
2025-11-05 17:23:00,0.64961,0.64977,0.64955,0.64975,88,0,0,1065228375,2025-11-05 17:14:31,1,0.64898,AUDUSD,[sl 0.64898]
2025-11-05 17:24:00,0.64975,0.64979,0.64958,0.64972,131,0,0,1065228375,2025-11-05 17:14:31,1,0.64898,AUDUSD,[sl 0.64898]
