ticket,order,time,time_msc,type,entry,magic,position_id,reason,volume,price,commission,swap,profit,fee,symbol,comment,external_id
1065971652,1304675374,2025-11-06 05:15:29,1762406129265,0,0,0,1304675374,3,0.01,0.79873,0.0,0.0,0.0,0.0,NZDCAD,MACD_Volatility_,
1065971889,1304675627,2025-11-06 05:15:56,1762406156389,0,0,0,1304675627,3,0.01,0.93119,0.0,0.0,0.0,0.0,EURCHF,MACD_Volatility_,
1065975926,1304680526,2025-11-06 05:22:31,1762406551485,1,0,0,1304680526,3,0.01,2.00625,0.0,0.0,0.0,0.0,GBPAUD,MACD_Volatility_,
1066035250,1304751496,2025-11-06 06:56:13,1762412173187,1,0,0,1304751496,3,0.01,1.76685,0.0,0.0,0.0,0.0,EURAUD,MACD_Volatility_,
1066036125,1304752529,2025-11-06 06:57:47,1762412267714,0,0,0,1304752529,3,0.01,0.56652,0.0,0.0,0.0,0.0,NZDUSD,MACD_Volatility_,
1066038791,1304756579,2025-11-06 07:00:19,1762412419347,0,0,0,1304756579,3,0.01,153.982,0.0,0.0,0.0,0.0,USDJPY,MACD_Volatility_,
1066046801,1304765719,2025-11-06 07:10:51,1762413051873,1,0,0,1304765719,3,0.01,1.41044,0.0,0.0,0.0,0.0,USDCAD,MACD_Volatility_,
1066048266,1304767361,2025-11-06 07:12:20,1762413140363,1,1,0,1304756579,4,0.01,153.899,0.0,0.0,-0.54,0.0,USDJPY,[sl 153.899],
1066057193,1304777589,2025-11-06 07:22:55,1762413775303,0,0,0,1304777589,3,0.01,1.0571,0.0,0.0,0.0,0.0,GBPCHF,MACD_Volatility_,
1066057267,1304777665,2025-11-06 07:22:58,1762413778476,1,0,0,1304777665,3,0.01,153.853,0.0,0.0,0.0,0.0,USDJPY,MACD_Volatility_,
1066059734,1304780037,2025-11-06 07:24:25,1762413865650,0,0,0,1304780037,3,0.01,2.0311,0.0,0.0,0.0,0.0,EURNZD,MACD_Volatility_,
1066078438,1304800778,2025-11-06 07:38:45,1762414725329,1,1,0,1304777589,4,0.01,1.05672,0.0,0.0,-0.47,0.0,GBPCHF,[sl 1.05672],
1066081444,1304804174,2025-11-06 07:41:02,1762414862654,0,0,0,1304804174,3,0.01,200.975,0.0,0.0,0.0,0.0,GBPJPY,MACD_Volatility_,
1066084073,1304807155,2025-11-06 07:42:55,1762414975937,1,1,0,1304752529,4,0.01,0.5661,0.0,0.0,-0.42,0.0,NZDUSD,[sl 0.56610],
1066094433,1304818811,2025-11-06 07:51:30,1762415490732,0,1,0,1304751496,4,0.01,1.76809,0.0,0.0,-0.81,0.0,EURAUD,[sl 1.76805],
